image_path,gender,articleType,baseColour
./images\48507.jpg,Women,Tops,Black
./images\38138.jpg,Unisex,Backpacks,Pink
./images\11428.jpg,Women,Tops,Black
./images\8774.jpg,Men,Shirts,Blue
./images\13562.jpg,Women,Heels,Purple
./images\27182.jpg,Men,Trousers,Brown
./images\40622.jpg,Women,Kurtas,Pink
./images\20595.jpg,Women,Wallets,Brown
./images\25930.jpg,Women,Skirts,Black
./images\57134.jpg,Women,Tops,White
./images\15092.jpg,Women,Tunics,Red
./images\26062.jpg,Men,Shirts,Blue
./images\30690.jpg,Women,Heels,Brown
./images\42391.jpg,Women,Tshirts,White
./images\17010.jpg,Women,Heels,Brown
./images\48563.jpg,Men,Bracelet,Steel
./images\21901.jpg,Women,Kurtas,Blue
./images\21663.jpg,Women,Bra,White
./images\12520.jpg,Men,Casual Shoes,Black
./images\2889.jpg,Women,Heels,Brown
./images\8091.jpg,Men,Sports Shoes,White
./images\26311.jpg,Men,Shorts,Charcoal
./images\50006.jpg,Women,Bra,Black
./images\1946.jpg,Men,Tshirts,Green
./images\56395.jpg,Women,Perfume and Body Mist,Pink
./images\7879.jpg,Men,Shorts,Grey
./images\28108.jpg,Men,Trunk,Blue
./images\30635.jpg,Men,Tshirts,Blue
./images\27466.jpg,Women,Briefs,Black
./images\42999.jpg,Women,Sports Shoes,Grey
./images\34983.jpg,Women,Sarees,Black
./images\42329.jpg,Women,Sarees,Blue
./images\55329.jpg,Women,Hair Colour,Black
./images\11250.jpg,Men,Shirts,Blue
./images\32405.jpg,Women,Trousers,Navy Blue
./images\17052.jpg,Men,Sandals,Black
./images\30937.jpg,Women,Kurtis,Green
./images\33059.jpg,Men,Shirts,Blue
./images\6244.jpg,Women,Tshirts,Black
./images\51750.jpg,Women,Heels,Brown
./images\54652.jpg,Women,Watches,Black
./images\15569.jpg,Women,Heels,Red
./images\46807.jpg,Men,Sports Shoes,Grey
./images\16986.jpg,Women,Flats,Black
./images\28384.jpg,Men,Sunglasses,Black
./images\10180.jpg,Men,Flip Flops,Yellow
./images\26259.jpg,Men,Track Pants,Navy Blue
./images\46072.jpg,Men,Belts,Black
./images\22849.jpg,Men,Casual Shoes,Khaki
./images\7190.jpg,Women,Jeans,Black
./images\10397.jpg,Men,Watches,Black
./images\10236.jpg,Men,Watches,Orange
./images\31935.jpg,Women,Tunics,Green
./images\34498.jpg,Women,Tops,Blue
./images\6983.jpg,Men,Tshirts,Purple
./images\4978.jpg,Men,Jeans,Blue
./images\59503.jpg,Women,Pendant,Gold
./images\19070.jpg,Women,Kurtas,Blue
./images\55457.jpg,Women,Lipstick,Pink
./images\34274.jpg,Women,Dupatta,Off White
./images\49101.jpg,Women,Lip Plumper,Pink
./images\34460.jpg,Men,Backpacks,Red
./images\22457.jpg,Women,Leggings,Cream
./images\51532.jpg,Men,Watches,Black
./images\24687.jpg,Men,Sandals,Tan
./images\30484.jpg,Women,Bra,Black
./images\56599.jpg,Women,Kajal and Eyeliner,Blue
./images\26049.jpg,Men,Shirts,Navy Blue
./images\20939.jpg,Men,Backpacks,Navy Blue
./images\16644.jpg,Men,Tshirts,Orange
./images\39261.jpg,Men,Casual Shoes,Khaki
./images\49574.jpg,Men,Belts,Black
./images\3239.jpg,Men,Sports Shoes,White
./images\47507.jpg,Men,Innerwear Vests,White
./images\5832.jpg,Women,Tshirts,Yellow
./images\3419.jpg,Men,Tshirts,White
./images\52968.jpg,Women,Sarees,Coffee Brown
./images\52686.jpg,Men,Watches,Silver
./images\29568.jpg,Men,Casual Shoes,Black
./images\31899.jpg,Women,Briefs,Pink
./images\23703.jpg,Men,Sunglasses,Black
./images\19245.jpg,Men,Jackets,Blue
./images\28378.jpg,Men,Sunglasses,Black
./images\27877.jpg,Women,Shirts,Navy Blue
./images\53063.jpg,Women,Handbags,Blue
./images\21235.jpg,Men,Shirts,Red
./images\25843.jpg,Women,Kurtas,Purple
./images\54926.jpg,Men,Tshirts,Beige
./images\42947.jpg,Men,Belts,Brown
./images\30013.jpg,Men,Watches,Black
./images\27077.jpg,Women,Heels,Blue
./images\24531.jpg,Women,Kurtas,Orange
./images\48221.jpg,Women,Sunglasses,Brown
./images\4420.jpg,Men,Tshirts,Grey
./images\39245.jpg,Men,Casual Shoes,Brown
./images\34265.jpg,Women,Dupatta,Cream
./images\41210.jpg,Men,Casual Shoes,Black
./images\39162.jpg,Women,Kurtas,Blue
./images\3242.jpg,Men,Sports Shoes,White
./images\7012.jpg,Men,Tshirts,Green
./images\12080.jpg,Women,Kurtas,Yellow
./images\35423.jpg,Women,Sports Shoes,Blue
./images\3401.jpg,Women,Handbags,Black
./images\44411.jpg,Men,Casual Shoes,Brown
./images\54965.jpg,Men,Tshirts,Off White
./images\15953.jpg,Men,Ties,Black
./images\22467.jpg,Men,Shirts,Olive
./images\36070.jpg,Women,Handbags,Navy Blue
./images\40938.jpg,Girls,Tops,Magenta
./images\55395.jpg,Women,Mascara,Black
./images\3534.jpg,Women,Tshirts,Black
./images\5617.jpg,Men,Sandals,Black
./images\55064.jpg,Women,Lipstick,Brown
./images\48464.jpg,Women,Dresses,Blue
./images\49955.jpg,Men,Lounge Pants,Grey
./images\14361.jpg,Women,Heels,Black
./images\16863.jpg,Women,Sunglasses,Black
./images\38291.jpg,Men,Wallets,Black
./images\6128.jpg,Men,Tshirts,Black
./images\50008.jpg,Women,Bra,Black
./images\56687.jpg,Men,Kurtas,Beige
./images\17392.jpg,Men,Socks,Red
./images\38455.jpg,Women,Handbags,Blue
./images\16759.jpg,Women,Handbags,White
./images\14936.jpg,Men,Shorts,Khaki
./images\30767.jpg,Men,Kurtas,Brown
./images\3637.jpg,Men,Casual Shoes,Black
./images\19947.jpg,Unisex,Backpacks,Black
./images\58743.jpg,Men,Tshirts,Olive
./images\48844.jpg,Women,Pendant,Silver
./images\40095.jpg,Men,Shorts,Black
./images\6103.jpg,Men,Tshirts,Blue
./images\36474.jpg,Women,Kurtas,Red
./images\6934.jpg,Men,Tshirts,White
./images\20966.jpg,Women,Handbags,Beige
./images\22578.jpg,Men,Shirts,Grey
./images\4974.jpg,Men,Shirts,Yellow
./images\6552.jpg,Women,Tops,White
./images\49671.jpg,Men,Sunglasses,Navy Blue
./images\54319.jpg,Women,Briefs,Red
./images\48667.jpg,Women,Earrings,Silver
./images\12920.jpg,Men,Casual Shoes,Blue
./images\59374.jpg,Women,Kurtas,Green
./images\37783.jpg,Men,Shirts,Navy Blue
./images\15267.jpg,Women,Casual Shoes,Yellow
./images\27128.jpg,Women,Bra,Cream
./images\13522.jpg,Women,Tops,Green
./images\24796.jpg,Women,Kurta Sets,Red
./images\16034.jpg,Men,Shirts,White
./images\18580.jpg,Men,Socks,White
./images\19978.jpg,Men,Tshirts,Black
./images\30341.jpg,Men,Tshirts,Off White
./images\52230.jpg,Women,Pendant,Silver
./images\59383.jpg,Women,Kurtas,White
./images\1849.jpg,Men,Tshirts,White
./images\10431.jpg,Men,Shirts,Grey
./images\13358.jpg,Women,Casual Shoes,Brown
./images\24701.jpg,Men,Casual Shoes,Yellow
./images\56303.jpg,Women,Briefs,Rose
./images\49871.jpg,Women,Watches,Black
./images\5765.jpg,Women,Tops,Black
./images\4236.jpg,Men,Tshirts,Purple
./images\56335.jpg,Men,Watches,Black
./images\34365.jpg,Men,Tshirts,Blue
./images\11858.jpg,Men,Flip Flops,Black
./images\13305.jpg,Women,Skirts,Red
./images\2895.jpg,Women,Heels,Blue
./images\52801.jpg,Men,Wallets,Brown
./images\54696.jpg,Women,Kurtas,White
./images\42222.jpg,Women,Tunics,Grey
./images\30838.jpg,Women,Kurtas,Green
./images\58057.jpg,Women,Earrings,Black
./images\8792.jpg,Men,Shirts,White
./images\18026.jpg,Women,Wallets,Pink
./images\41316.jpg,Women,Leggings,Purple
./images\24594.jpg,Women,Tshirts,Grey
./images\43974.jpg,Women,Perfume and Body Mist,White
./images\5442.jpg,Women,Tshirts,Blue
./images\16381.jpg,Men,Trousers,Navy Blue
./images\33980.jpg,Women,Stockings,Black
./images\21551.jpg,Women,Handbags,Pink
./images\21693.jpg,Women,Watches,Pink
./images\47351.jpg,Women,Handbags,Black
./images\17609.jpg,Girls,Tshirts,White
./images\41585.jpg,Men,Shirts,White
./images\42685.jpg,Women,Kurtas,White
./images\48100.jpg,Women,Tops,Rust
./images\25208.jpg,Women,Handbags,Grey
./images\22034.jpg,Women,Kurtas,Blue
./images\59755.jpg,Women,Briefs,Black
./images\27525.jpg,Men,Jackets,Olive
./images\19007.jpg,Women,Tunics,Blue
./images\2886.jpg,Women,Flats,Brown
./images\28878.jpg,Women,Leggings,Lavender
./images\54945.jpg,Men,Tshirts,Cream
./images\18658.jpg,Men,Casual Shoes,Brown
./images\4564.jpg,Women,Sports Shoes,White
./images\15091.jpg,Women,Tunics,Blue
./images\23072.jpg,Men,Trousers,Navy Blue
./images\20265.jpg,Women,Heels,Brown
./images\7503.jpg,Men,Tshirts,Blue
./images\55843.jpg,Women,Nail Polish,Magenta
./images\4226.jpg,Men,Tshirts,Grey
./images\44884.jpg,Men,Tshirts,Black
./images\34931.jpg,Women,Dupatta,Mustard
./images\11315.jpg,Women,Jeans,Blue
./images\20612.jpg,Women,Handbags,Pink
./images\32184.jpg,Men,Flip Flops,Yellow
./images\16421.jpg,Men,Tshirts,Brown
./images\3361.jpg,Women,Tshirts,Black
./images\56233.jpg,Men,Night suits,Grey Melange
./images\34185.jpg,Boys,Tshirts,Black
./images\8481.jpg,Women,Dresses,Peach
./images\25113.jpg,Women,Clutches,Silver
./images\23878.jpg,Women,Casual Shoes,Green
./images\32540.jpg,Men,Perfume and Body Mist,Black
./images\33777.jpg,Unisex,Socks,White
./images\46846.jpg,Girls,Sandals,Purple
./images\48092.jpg,Women,Tops,Rust
./images\57569.jpg,Women,Lipstick,Red
./images\58351.jpg,Men,Tshirts,Blue
./images\23290.jpg,Women,Watches,White
./images\14865.jpg,Women,Wallets,Black
./images\23942.jpg,Men,Sports Shoes,White
./images\15399.jpg,Men,Casual Shoes,White
./images\19296.jpg,Women,Watches,White
./images\58945.jpg,Women,Perfume and Body Mist,White
./images\6585.jpg,Men,Tshirts,Purple
./images\9223.jpg,Women,Sports Shoes,White
./images\30862.jpg,Women,Kurtas,Orange
./images\36301.jpg,Men,Tshirts,Grey Melange
./images\20306.jpg,Women,Sweaters,Blue
./images\18614.jpg,Men,Tshirts,Navy Blue
./images\33095.jpg,Women,Heels,Beige
./images\53080.jpg,Women,Clutches,Purple
./images\24417.jpg,Men,Sports Shoes,Black
./images\13338.jpg,Men,Tshirts,Green
./images\28069.jpg,Men,Trunk,Grey
./images\19789.jpg,Men,Tshirts,Orange
./images\32408.jpg,Unisex,Flip Flops,Red
./images\30155.jpg,Men,Belts,Brown
./images\38392.jpg,Men,Tshirts,Blue
./images\56271.jpg,Women,Bra,Nude
./images\42196.jpg,Women,Tops,Blue
./images\43474.jpg,Men,Casual Shoes,Mustard
./images\23598.jpg,Men,Deodorant,Black
./images\48634.jpg,Women,Earrings,Silver
./images\57717.jpg,Women,Lip Gloss,Peach
./images\12327.jpg,Men,Shirts,Pink
./images\22769.jpg,Women,Kurtas,Maroon
./images\59279.jpg,Women,Watches,Blue
./images\4145.jpg,Women,Sports Shoes,White
./images\7595.jpg,Women,Sports Shoes,Blue
./images\33113.jpg,Women,Heels,Black
./images\17185.jpg,Men,Shirts,Navy Blue
./images\5772.jpg,Women,Tops,Purple
./images\46184.jpg,Women,Jewellery Set,Green
./images\10267.jpg,Men,Casual Shoes,Black
./images\26523.jpg,Men,Casual Shoes,Black
./images\6914.jpg,Men,Sandals,Black
./images\6615.jpg,Men,Tshirts,Yellow
./images\4055.jpg,Men,Tshirts,White
./images\8990.jpg,Unisex,Casual Shoes,White
./images\32470.jpg,Women,Tshirts,Blue
./images\25676.jpg,Women,Watches,Black
./images\6597.jpg,Women,Tops,Green
./images\7604.jpg,Men,Sports Shoes,Yellow
./images\41440.jpg,Men,Sports Shoes,White
./images\28169.jpg,Men,Sunglasses,Gold
./images\4725.jpg,Boys,Tshirts,Yellow
./images\49067.jpg,Women,Handbags,Olive
./images\19201.jpg,Men,Shirts,Black
./images\3088.jpg,Men,Tshirts,Grey
./images\49477.jpg,Men,Casual Shoes,Blue
./images\30854.jpg,Women,Kurtas,Beige
./images\36503.jpg,Women,Kurtas,White
./images\9601.jpg,Men,Shirts,Blue
./images\20429.jpg,Women,Belts,Brown
./images\9713.jpg,Men,Tshirts,Maroon
./images\20275.jpg,Women,Heels,Multi
./images\17272.jpg,Men,Tshirts,Green
./images\57091.jpg,Women,Skirts,Black
./images\55117.jpg,Women,Foundation and Primer,Skin
./images\28194.jpg,Men,Sunglasses,Gold
./images\35124.jpg,Women,Pendant,Brown
./images\59616.jpg,Women,Sarees,Purple
./images\55905.jpg,Women,Nail Polish,Peach
./images\19192.jpg,Men,Shirts,Grey
./images\1792.jpg,Unisex,Backpacks,Blue
./images\29004.jpg,Men,Backpacks,Black
./images\29490.jpg,Women,Watches,Silver
./images\12344.jpg,Men,Trousers,Beige
./images\51475.jpg,Men,Jeans,Blue
./images\43020.jpg,Men,Briefs,White
./images\2381.jpg,Men,Formal Shoes,Brown
./images\37994.jpg,Men,Belts,Brown
./images\3747.jpg,Men,Tshirts,Black
./images\33988.jpg,Women,Scarves,Blue
./images\25419.jpg,Men,Sports Shoes,White
./images\50830.jpg,Men,Belts,Black
./images\3048.jpg,Men,Tshirts,White
./images\19388.jpg,Men,Tshirts,Green
./images\4785.jpg,Men,Shorts,Grey
./images\52475.jpg,Women,Bath Robe,White
./images\52641.jpg,Women,Handbags,Red
./images\6215.jpg,Men,Tshirts,White
./images\34819.jpg,Men,Sports Shoes,White
./images\4071.jpg,Women,Casual Shoes,Grey
./images\25321.jpg,Men,Watches,Black
./images\57480.jpg,Men,Casual Shoes,White
./images\46047.jpg,Women,Earrings,Gold
./images\46663.jpg,Women,Deodorant,Pink
./images\28110.jpg,Men,Trunk,Olive
./images\3962.jpg,Women,Tops,Black
./images\58954.jpg,Men,Deodorant,Yellow
./images\53626.jpg,Men,Watches,Black
./images\9660.jpg,Men,Shirts,Pink
./images\3945.jpg,Women,Tshirts,White
./images\46988.jpg,Women,Handbags,Black
./images\12931.jpg,Men,Tshirts,Blue
./images\33380.jpg,Women,Wallets,Purple
./images\8776.jpg,Men,Shirts,Green
./images\49020.jpg,Women,Ring,Silver
./images\43703.jpg,Women,Jewellery Set,Red
./images\2707.jpg,Girls,Dresses,Pink
./images\31209.jpg,Men,Sports Shoes,Black
./images\34324.jpg,Men,Tshirts,Red
./images\58311.jpg,Men,Socks,Black
./images\55641.jpg,Women,Heels,Beige
./images\46012.jpg,Women,Sarees,Black
./images\59715.jpg,Women,Nightdress,Orange
./images\12489.jpg,Men,Sandals,Brown
./images\50660.jpg,Men,Lounge Pants,Black
./images\20526.jpg,Women,Belts,Blue
./images\19866.jpg,Women,Flip Flops,White
./images\46844.jpg,Girls,Flip Flops,Blue
./images\16354.jpg,Men,Shirts,White
./images\50384.jpg,Women,Salwar and Dupatta,Black
./images\11205.jpg,Men,Watches,Black
./images\15287.jpg,Men,Sports Shoes,White
./images\16962.jpg,Men,Sunglasses,Brown
./images\20321.jpg,Men,Shirts,Olive
./images\48022.jpg,Women,Watches,White
./images\39635.jpg,Men,Sports Shoes,Black
./images\37771.jpg,Men,Shirts,Yellow
./images\6214.jpg,Men,Tshirts,Green
./images\14968.jpg,Men,Wallets,Brown
./images\43241.jpg,Men,Sports Shoes,Grey
./images\19547.jpg,Men,Sweatshirts,Blue
./images\59991.jpg,Women,Dresses,Multi
./images\25282.jpg,Women,Handbags,Brown
./images\51369.jpg,Women,Capris,Blue
./images\6511.jpg,Men,Sandals,Brown
./images\34476.jpg,Women,Tops,Pink
./images\9216.jpg,Men,Casual Shoes,Black
./images\5238.jpg,Men,Flip Flops,Brown
./images\15258.jpg,Women,Casual Shoes,Beige
./images\7066.jpg,Unisex,Backpacks,Black
./images\19379.jpg,Men,Boxers,Green
./images\8145.jpg,Women,Watches,Pink
./images\3941.jpg,Women,Tshirts,Green
./images\49838.jpg,Women,Flip Flops,Black
./images\23303.jpg,Women,Leggings,Maroon
./images\50035.jpg,Women,Bra,White
./images\8877.jpg,Men,Shirts,White
./images\42585.jpg,Men,Tshirts,Black
./images\6871.jpg,Women,Tops,Multi
./images\12952.jpg,Men,Shirts,Blue
./images\16190.jpg,Men,Jackets,Navy Blue
./images\9148.jpg,Women,Jeans,Blue
./images\1764.jpg,Women,Track Pants,Black
./images\19883.jpg,Men,Caps,Black
./images\27018.jpg,Women,Jeans,Blue
./images\34364.jpg,Men,Tshirts,Blue
./images\17394.jpg,Men,Socks,Brown
./images\31974.jpg,Women,Sports Shoes,Black
./images\6789.jpg,Men,Shirts,Green
./images\22240.jpg,Men,Casual Shoes,Black
./images\39291.jpg,Men,Casual Shoes,Khaki
./images\51686.jpg,Men,Sunglasses,Gold
./images\22504.jpg,Women,Casual Shoes,Blue
./images\18361.jpg,Men,Socks,White
./images\43037.jpg,Men,Shirts,Green
./images\32201.jpg,Men,Kurtas,Blue
./images\18921.jpg,Men,Shirts,Red
./images\26743.jpg,Men,Deodorant,Orange
./images\44167.jpg,Men,Fragrance Gift Set,Black
./images\20833.jpg,Men,Formal Shoes,Black
./images\26684.jpg,Men,Casual Shoes,Black
./images\23230.jpg,Women,Kurtas,Blue
./images\59498.jpg,Women,Necklace and Chains,Silver
./images\40644.jpg,Women,Kurtas,Brown
./images\40785.jpg,Men,Flip Flops,White
./images\37119.jpg,Men,Shirts,White
./images\11636.jpg,Men,Watches,Silver
./images\45378.jpg,Women,Flats,Black
./images\33051.jpg,Women,Tops,Cream
./images\7812.jpg,Men,Casual Shoes,Blue
./images\25013.jpg,Unisex,Handbags,Maroon
./images\54979.jpg,Women,Shirts,White
./images\54714.jpg,Women,Kurta Sets,Charcoal
./images\49991.jpg,Men,Socks,White
./images\49927.jpg,Women,Sarees,Beige
./images\58466.jpg,Men,Belts,Black
./images\1861.jpg,Men,Tshirts,White
./images\34608.jpg,Men,Briefs,Grey
./images\8731.jpg,Men,Shirts,Green
./images\38949.jpg,Girls,Tops,Pink
./images\26359.jpg,Women,Tops,Black
./images\59573.jpg,Men,Cufflinks,Steel
./images\57888.jpg,Women,Mask and Peel,Lavender
./images\1542.jpg,Men,Sports Shoes,White
./images\19528.jpg,Men,Sweaters,Red
./images\14003.jpg,Men,Tshirts,Yellow
./images\36294.jpg,Women,Flats,Black
./images\46327.jpg,Men,Sports Shoes,Grey
./images\15931.jpg,Men,Tshirts,Green
./images\43184.jpg,Men,Watches,Silver
./images\28743.jpg,Women,Kurtis,Green
./images\42213.jpg,Women,Tops,Orange
./images\28488.jpg,Men,Tshirts,Blue
./images\53608.jpg,Men,Watches,White
./images\52569.jpg,Women,Clutches,White
./images\38531.jpg,Women,Sports Shoes,Pink
./images\45861.jpg,Women,Kurtas,Maroon
./images\23574.jpg,Men,Perfume and Body Mist,Black
./images\24327.jpg,Unisex,Backpacks,Black
./images\2104.jpg,Men,Shirts,Blue
./images\55553.jpg,Women,Kajal and Eyeliner,Blue
./images\32256.jpg,Women,Tunics,Red
./images\47517.jpg,Men,Briefs,White
./images\53006.jpg,Women,Sarees,Multi
./images\42309.jpg,Women,Sarees,Grey
./images\31278.jpg,Men,Tshirts,Navy Blue
./images\6940.jpg,Men,Tshirts,Brown
./images\30921.jpg,Women,Trousers,Blue
./images\11694.jpg,Men,Shirts,Brown
./images\9066.jpg,Men,Shirts,White
./images\34753.jpg,Men,Casual Shoes,Black
./images\4275.jpg,Men,Casual Shoes,Beige
./images\31719.jpg,Women,Earrings,Silver
./images\39964.jpg,Men,Casual Shoes,Brown
./images\22227.jpg,Women,Tshirts,Pink
./images\7300.jpg,Men,Tshirts,Red
./images\17178.jpg,Men,Shirts,Maroon
./images\44376.jpg,Women,Waistcoat,Blue
./images\15743.jpg,Men,Sports Shoes,White
./images\29308.jpg,Men,Tshirts,Blue
./images\39967.jpg,Men,Casual Shoes,Brown
./images\14039.jpg,Men,Shirts,Green
./images\47405.jpg,Women,Wallets,Blue
./images\58195.jpg,Women,Handbags,White
./images\2549.jpg,Men,Flip Flops,Red
./images\37201.jpg,Girls,Jeans,Blue
./images\57619.jpg,Women,Sunscreen,Orange
./images\26558.jpg,Men,Casual Shoes,Black
./images\46974.jpg,Women,Handbags,Brown
./images\49236.jpg,Men,Caps,Cream
./images\12029.jpg,Men,Shirts,Grey
./images\28209.jpg,Men,Sunglasses,Black
./images\56620.jpg,Women,Face Moisturisers,Silver
./images\25184.jpg,Women,Handbags,Brown
./images\47256.jpg,Men,Briefs,Black
./images\29210.jpg,Men,Socks,Grey
./images\55232.jpg,Women,Foundation and Primer,Skin
./images\34537.jpg,Men,Formal Shoes,Black
./images\12440.jpg,Unisex,Hat,Black
./images\52774.jpg,Women,Wallets,Coffee Brown
./images\37709.jpg,Men,Sports Shoes,Black
./images\41774.jpg,Women,Dresses,Navy Blue
./images\49787.jpg,Men,Caps,White
./images\8398.jpg,Men,Tshirts,White
./images\39828.jpg,Men,Sandals,Black
./images\33181.jpg,Women,Tops,Blue
./images\49746.jpg,Men,Ties,Lavender
./images\37718.jpg,Men,Tshirts,Navy Blue
./images\37681.jpg,Unisex,Backpacks,Red
./images\26934.jpg,Women,Dresses,Black
./images\38967.jpg,Unisex,Waist Pouch,Grey
./images\47794.jpg,Women,Handbags,Brown
./images\18416.jpg,Men,Casual Shoes,White
./images\32304.jpg,Women,Watches,White
./images\23156.jpg,Men,Tshirts,White
./images\11404.jpg,Men,Shirts,Black
./images\39865.jpg,Boys,Tshirts,Red
./images\21014.jpg,Unisex,Wallets,Black
./images\25618.jpg,Women,Watches,White
./images\51654.jpg,Men,Watches,Black
./images\19856.jpg,Men,Jackets,Olive
./images\37221.jpg,Boys,Shirts,Olive
./images\54186.jpg,Men,Briefs,Olive
./images\30788.jpg,Men,Kurtas,Black
./images\56211.jpg,Women,Pendant,Gold
./images\44780.jpg,Men,Casual Shoes,Navy Blue
./images\30644.jpg,Men,Tshirts,Navy Blue
./images\51656.jpg,Men,Watches,Black
./images\16156.jpg,Men,Formal Shoes,Black
./images\6149.jpg,Unisex,Sports Shoes,Black
./images\47163.jpg,Men,Belts,Black
./images\54105.jpg,Women,Heels,White
./images\47288.jpg,Women,Clutches,Black
./images\40696.jpg,Men,Flip Flops,Brown
./images\36086.jpg,Unisex,Caps,Beige
./images\47285.jpg,Women,Tshirts,Peach
./images\28660.jpg,Men,Sports Shoes,Black
./images\32963.jpg,Men,Tshirts,Blue
./images\4254.jpg,Men,Tshirts,Black
./images\35677.jpg,Men,Casual Shoes,Brown
./images\28730.jpg,Women,Kurtas,Blue
./images\32289.jpg,Men,Watches,Black
./images\3749.jpg,Men,Tshirts,Blue
./images\48931.jpg,Women,Ring,Silver
./images\8167.jpg,Men,Shirts,Green
./images\58911.jpg,Men,Ties,Grey
./images\10266.jpg,Men,Casual Shoes,Brown
./images\51354.jpg,Women,Jeans,Blue
./images\9351.jpg,Men,Socks,Black
./images\16037.jpg,Men,Shirts,Green
./images\43049.jpg,Men,Tshirts,Red
./images\25093.jpg,Men,Wallets,Black
./images\30571.jpg,Men,Sunglasses,Steel
./images\59011.jpg,Men,Sports Shoes,Grey
./images\26527.jpg,Men,Casual Shoes,Red
./images\41589.jpg,Men,Shirts,Blue
./images\56174.jpg,Women,Kajal and Eyeliner,Grey
./images\27806.jpg,Men,Belts,Black
./images\12378.jpg,Men,Shirts,Purple
./images\3887.jpg,Men,Tshirts,Red
./images\42212.jpg,Women,Tunics,Pink
./images\35135.jpg,Women,Bangle,Red
./images\54345.jpg,Men,Socks,White
./images\16427.jpg,Men,Tshirts,Purple
./images\54906.jpg,Men,Tshirts,Multi
./images\41523.jpg,Men,Socks,White
./images\2762.jpg,Men,Tshirts,Black
./images\28546.jpg,Men,Tshirts,Navy Blue
./images\20033.jpg,Women,Shirts,Lavender
./images\45278.jpg,Women,Wallets,Green
./images\47307.jpg,Women,Mobile Pouch,Blue
./images\40272.jpg,Men,Tshirts,Black
./images\5490.jpg,Men,Tshirts,Grey
./images\50833.jpg,Men,Belts,Black
./images\46870.jpg,Men,Socks,Purple
./images\8840.jpg,Men,Trousers,Charcoal
